11 11	\b11.*\b11.*	\b1.*\b1.*\b .*\b1.*\b1.*	null
European Cells Materials	\bEuropean.*\bCells.*\bMaterials.*	null	null
European Journal Of Oral Implantology	\bEuropean.*\bJournal.*\bOf.*\bOral.*\bImplantology.*	null	null
European Journal Of Paediatric Dentistry	\bEuropean.*\bJournal.*\bOf.*\bPaediatric.*\bDentistry.*	null	null
European Journal of Cancer	\bEuropean.*\bJournal.*\bof.*\bCancer.*	null	null
European Journal of Cancer Part A General Topics	\bEuropean.*\bJournal.*\bof.*\bCancer.*\bPart.*\bA.*\bGeneral.*\bTopics.*	null	null
European Journal of Pediatric Surgery	\bEuropean.*\bJournal.*\bof.*\bPediatric.*\bSurgery.*	null	null
European Journal of Pediatrics	\bEuropean.*\bJournal.*\bof.*\bPediatrics.*	null	null
European Journal of Respiratory Diseases	\bEuropean.*\bJournal.*\bof.*\bRespiratory.*\bDiseases.*	null	null
European Review For Medical And Pharmacological Sciences	\bEuropean.*\bReview.*\bFor.*\bMedical.*\bAnd.*\bPharmacological.*\bSciences.*	null	null
European journal of cancer care	\bEuropean.*\bjournal.*\bof.*\bcancer.*\bcare.*	null	null
European journal of gastroenterology hepatology	\bEuropean.*\bjournal.*\bof.*\bgastroenterology.*\bhepatology.*	null	null
European journal of pediatric surgery official journal of Austrian Association of Pediatric Surgery	\bEuropean.*\bjournal.*\bof.*\bpediatric.*\bsurgery.*\bofficial.*\bjournal.*\bof.*\bAustrian.*\bAssociation.*	null	null
European journal of pharmacology	\bEuropean.*\bjournal.*\bof.*\bpharmacology.*	null	null
Europjpharmacol	\bEuropjpharmacol.*	null	null
Folia Primatologica	\bFolia.*\bPrimatologica.*	null	null
Food And Chemical Toxicology	\bFood.*\bAnd.*\bChemical.*\bToxicology.*	null	null
Frontiers In Biosciencelandmark	\bFrontiers.*\bIn.*\bBiosciencelandmark.*	null	null
Frontiers in bioscience a journal and virtual library	\bFrontiers.*\bin.*\bbioscience.*\ba.*\bjournal.*\band.*\bvirtual.*\blibrary.*	null	null
Gastroenterol Clin Biol	\bGastroenterol.*\bClin.*\bBiol.*	null	null
Gastroenterologie clinique ET biologique	\bGastroenterologie.*\bclinique.*\bET.*\bbiologique.*	null	null
Ginekol Pol	\bGinekol.*\bPol.*	null	null
Ginekologia Polska	\bGinekologia.*\bPolska.*	null	null
Glas Srp Akad Nauka Med	\bGlas.*\bSrp.*\bAkad.*\bNauka.*\bMed.*	null	null
Glas Srpska akademija nauka i umetnosti Odeljenje medicinskih nauka	\bGlas.*\bSrpska.*\bakademija.*\bnauka.*\bi.*\bumetnosti.*\bOdeljenje.*\bmedicinskih.*\bnauka.*	null	null
Hell J Nucl Med	\bHell.*\bJ.*\bNucl.*\bMed.*	null	null
Hellenic Journal of Nuclear Medicine	\bHellenic.*\bJournal.*\bof.*\bNuclear.*\bMedicine.*	null	null
Hemostasis	\bHemostasis.*	null	null
Hepatology	\bHepatology.*	null	null
Hum Exp Toxicol	\bHum.*\bExp.*\bToxicol.*	null	null
Human Psychopharmacology	\bHuman.*\bPsychopharmacology.*	null	null
Human Psychopharmacology Clinical And Experimental	\bHuman.*\bPsychopharmacology.*\bClinical.*\bAnd.*\bExperimental.*	null	null
Human and Experimental Toxicology	\bHuman.*\band.*\bExperimental.*\bToxicology.*	null	null
Indian J Exp Biol	\bIndian.*\bJ.*\bExp.*\bBiol.*	null	null
Indian J Gastroenterol	\bIndian.*\bJ.*\bGastroenterol.*	null	null
Indian J Med Res	\bIndian.*\bJ.*\bMed.*\bRes.*	null	null
Indian J Surg	\bIndian.*\bJ.*\bSurg.*	null	null
Indian Journal Of Experimental Biology	\bIndian.*\bJournal.*\bOf.*\bExperimental.*\bBiology.*	null	null
Indian Journal Of Medical Research	\bIndian.*\bJournal.*\bOf.*\bMedical.*\bResearch.*	null	null
Indian Journal of Medical Research	\bIndian.*\bJournal.*\bof.*\bMedical.*\bResearch.*	null	null
Indian journal of gastroenterology	\bIndian.*\bjournal.*\bof.*\bgastroenterology.*	null	null
Indian journal of surgery	\bIndian.*\bjournal.*\bof.*\bsurgery.*	null	null
Infectious Agents Cancer Electronic Resource	\bInfectious.*\bAgents.*\bCancer.*\bElectronic.*\bResource.*	null	null
Infectious Agents and Cancer	\bInfectious.*\bAgents.*\band.*\bCancer.*	null	null
Injury	\bInjury.*	null	null
Injury International Journal Of The Care Of The Injured	\bInjury.*\bInternational.*\bJournal.*\bOf.*\bThe.*\bCare.*\bOf.*\bThe.*\bInjured.*	null	null
Inorg Chem	\bInorg.*\bChem.*	null	null
Inorganic chemistry	\bInorganic.*\bchemistry.*	null	null
Int J Clin Exp Med	\bInt.*\bJ.*\bClin.*\bExp.*\bMed.*	null	null
Int J Clin Exp Pathol	\bInt.*\bJ.*\bClin.*\bExp.*\bPathol.*	null	null
Int J Fertil Steril	\bInt.*\bJ.*\bFertil.*\bSteril.*	null	null
Int J Gastrointest Cancer	\bInt.*\bJ.*\bGastrointest.*\bCancer.*	null	null
Int J Mol Med	\bInt.*\bJ.*\bMol.*\bMed.*	null	null
Int J Oncol	\bInt.*\bJ.*\bOncol.*	null	null
Int J Ophthalmol	\bInt.*\bJ.*\bOphthalmol.*	null	null
Int J Oral Maxillofac Implants	\bInt.*\bJ.*\bOral.*\bMaxillofac.*\bImplants.*	null	null
Int J Pancreatol	\bInt.*\bJ.*\bPancreatol.*	null	null
Int J Pancreatology	\bInt.*\bJ.*\bPancreatology.*	null	null
Int J Radiat Biol	\bInt.*\bJ.*\bRadiat.*\bBiol.*	null	null
Int J Radiat Biol Relat Stud Phys Chem Med	\bInt.*\bJ.*\bRadiat.*\bBiol.*\bRelat.*\bStud.*\bPhys.*\bChem.*\bMed.*	null	null
Int J Reprod Biomed	\bInt.*\bJ.*\bReprod.*\bBiomed.*	null	null
Interact Cardiovasc Thorac Surg	\bInteract.*\bCardiovasc.*\bThorac.*\bSurg.*	null	null
International Journal Of Clinical And Experimental Medicine	\bInternational.*\bJournal.*\bOf.*\bClinical.*\bAnd.*\bExperimental.*\bMedicine.*	null	null
International Journal Of Clinical And Experimental Pathology	\bInternational.*\bJournal.*\bOf.*\bClinical.*\bAnd.*\bExperimental.*\bPathology.*	null	null
International Journal Of Fertility Sterility	\bInternational.*\bJournal.*\bOf.*\bFertility.*\bSterility.*	null	null
International Journal Of Molecular Medicine	\bInternational.*\bJournal.*\bOf.*\bMolecular.*\bMedicine.*	null	null
International Journal Of Oncology	\bInternational.*\bJournal.*\bOf.*\bOncology.*	null	null
International Journal Of Ophthalmology	\bInternational.*\bJournal.*\bOf.*\bOphthalmology.*	null	null
International Journal Of Oral Maxillofacial Implants	\bInternational.*\bJournal.*\bOf.*\bOral.*\bMaxillofacial.*\bImplants.*	null	null
International Journal Of Reproductive Biomedicine	\bInternational.*\bJournal.*\bOf.*\bReproductive.*\bBiomedicine.*	null	null
International Journal Of Stroke	\bInternational.*\bJournal.*\bOf.*\bStroke.*	null	null
International Journal of Cancer	\bInternational.*\bJournal.*\bof.*\bCancer.*	null	null
International Journal of Oncology	\bInternational.*\bJournal.*\bof.*\bOncology.*	null	null
International Journal of Pancreatology	\bInternational.*\bJournal.*\bof.*\bPancreatology.*	null	null
International Journal of Radiation Biology	\bInternational.*\bJournal.*\bof.*\bRadiation.*\bBiology.*	null	null
International journal of cancer Journal international du cancer	\bInternational.*\bjournal.*\bof.*\bcancer.*\bJournal.*\binternational.*\bdu.*\bcancer.*	null	null
Invest Clin	\bInvest.*\bClin.*	null	null
Investigacion Clinica	\bInvestigacion.*\bClinica.*	null	null
Iran J Cancer Prev	\bIran.*\bJ.*\bCancer.*\bPrev.*	null	null
Iran J Reprod Med	\bIran.*\bJ.*\bReprod.*\bMed.*	null	null
Iranian Journal Of Reproductive Medicine	\bIranian.*\bJournal.*\bOf.*\bReproductive.*\bMedicine.*	null	null
Iranian Journal of Cancer Prevention	\bIranian.*\bJournal.*\bof.*\bCancer.*\bPrevention.*	null	null
J Am Med Assoc	\bJ.*\bAm.*\bMed.*\bAssoc.*	null	null
J Am Soc Nephrol	\bJ.*\bAm.*\bSoc.*\bNephrol.*	null	null
J Am Vet Med Assoc	\bJ.*\bAm.*\bVet.*\bMed.*\bAssoc.*	null	null
J Amer Med Ass	\bJ.*\bAmer.*\bMed.*\bAss.*	null	null
J Appl Physiol	\bJ.*\bAppl.*\bPhysiol.*	null	null
J Belge Radiol	\bJ.*\bBelge.*\bRadiol.*	null	null
J Biol Regul Homeostatic Agents	\bJ.*\bBiol.*\bRegul.*\bHomeostatic.*\bAgents.*	null	null
J Biomed Opt	\bJ.*\bBiomed.*\bOpt.*	null	null
J Cancer Res Ther	\bJ.*\bCancer.*\bRes.*\bTher.*	null	null
J Cardiovasc Surg	\bJ.*\bCardiovasc.*\bSurg.*	null	null
J Chir Viscerale	\bJ.*\bChir.*\bViscerale.*	null	null
J Craniofac Surg	\bJ.*\bCraniofac.*\bSurg.*	null	null
J Dent Educ	\bJ.*\bDent.*\bEduc.*	null	null
J Exp Biol	\bJ.*\bExp.*\bBiol.*	null	null
J Exp Clin Cancer Res	\bJ.*\bExp.*\bClin.*\bCancer.*\bRes.*	null	null
J Gastroenterol Hepatol	\bJ.*\bGastroenterol.*\bHepatol.*	null	null
J Gastrointest Cancer	\bJ.*\bGastrointest.*\bCancer.*	null	null
J Hepatol	\bJ.*\bHepatol.*	null	null
J Huazhong Univ Sci Technolog Med Sci	\bJ.*\bHuazhong.*\bUniv.*\bSci.*\bTechnolog.*\bMed.*\bSci.*	null	null
J Hum Hypertens	\bJ.*\bHum.*\bHypertens.*	null	null
J Immunother	\bJ.*\bImmunother.*	null	null
J Indian Assoc Pediatr Surg	\bJ.*\bIndian.*\bAssoc.*\bPediatr.*\bSurg.*	null	null
J Indian Med Assoc	\bJ.*\bIndian.*\bMed.*\bAssoc.*	null	null
J Infect Chemother	\bJ.*\bInfect.*\bChemother.*	null	null
J Intervent Radiol	\bJ.*\bIntervent.*\bRadiol.*	null	null
J Microbiol Immunol Infect	\bJ.*\bMicrobiol.*\bImmunol.*\bInfect.*	null	null
J National Compr Canc Netw	\bJ.*\bNational.*\bCompr.*\bCanc.*\bNetw.*	null	null
J Nucl Med	\bJ.*\bNucl.*\bMed.*	null	null
J Nutr	\bJ.*\bNutr.*	null	null
J Pediatr Gastroenterol Nutr	\bJ.*\bPediatr.*\bGastroenterol.*\bNutr.*	null	null
J Pediatr Surg	\bJ.*\bPediatr.*\bSurg.*	null	null
J Periodontol	\bJ.*\bPeriodontol.*	null	null
J Pers Soc Psychol	\bJ.*\bPers.*\bSoc.*\bPsychol.*	null	null
J Pharmacol Exp	\bJ.*\bPharmacol.*\bExp.*	null	null
J Psychiatr Pract	\bJ.*\bPsychiatr.*\bPract.*	null	null
J Radiol	\bJ.*\bRadiol.*	null	null
J Radiol Electrol Med Nucl	\bJ.*\bRadiol.*\bElectrol.*\bMed.*\bNucl.*	null	null
J S C Med Assoc	\bJ.*\bS.*\bC.*\bMed.*\bAssoc.*	null	null
J Sleep Res	\bJ.*\bSleep.*\bRes.*	null	null
J Sports Sci Med	\bJ.*\bSports.*\bSci.*\bMed.*	null	null
J Thorac Oncol	\bJ.*\bThorac.*\bOncol.*	null	null
J Thromb Haemost	\bJ.*\bThromb.*\bHaemost.*	null	null
J Thromb Hemost	\bJ.*\bThromb.*\bHemost.*	null	null
J TraumaInjury Infect Crit Care	\bJ.*\bTraumaInjury.*\bInfect.*\bCrit.*\bCare.*	null	null
J Urol	\bJ.*\bUrol.*	null	null
J Visc Surg	\bJ.*\bVisc.*\bSurg.*	null	null
J Xray Sci Technol	\bJ.*\bXray.*\bSci.*\bTechnol.*	null	null
J miss state Med ass	\bJ.*\bmiss.*\bstate.*\bMed.*\bass.*	null	null
JAMA	\bJAMA.*	\bJ.*\bA.*\bM.*\bA.*	null
JAMA Journal of the American Medical Association	\bJAMA.*\bJournal.*\bof.*\bthe.*\bAmerican.*\bMedical.*\bAssociation.*	null	null
JBR BTR	\bJBR.*\bBTR.*	null	\bJ.*\bB.*\bR.*
JNCCN Journal of the National Comprehensive Cancer Network	\bJNCCN.*\bJournal.*\bof.*\bthe.*\bNational.*\bComprehensive.*\bCancer.*\bNetwork.*	null	null
Jama	\bJama.*	null	null
Jama journal Of The American Medical Association	\bJama.*\bjournal.*\bOf.*\bThe.*\bAmerican.*\bMedical.*\bAssociation.*	null	null
Japanese Journal of Thoracic Cardiovascular Surgery	\bJapanese.*\bJournal.*\bof.*\bThoracic.*\bCardiovascular.*\bSurgery.*	null	null
Japanese journal of thoracic and cardiovascular surgery official publication of the Japanese Association for Thoracic Surgery	\bJapanese.*\bjournal.*\bof.*\bthoracic.*\band.*\bcardiovascular.*\bsurgery.*\bofficial.*\bpublication.*\bof.*	null	null
Javma Journal Of The American Veterinary Medical Association	\bJavma.*\bJournal.*\bOf.*\bThe.*\bAmerican.*\bVeterinary.*\bMedical.*\bAssociation.*	null	null
Jbr Btr	\bJbr.*\bBtr.*	null	null
Jbr btr	\bJbr.*\bbtr.*	null	null
JbrBtr	\bJbrBtr.*	null	\bJ.*\bb.*\br.*\bB.*\bt.*\br.*
Jbrbtr	\bJbrbtr.*	null	\bJ.*\bb.*\br.*\bb.*\bt.*\br.*
Journal	\bJournal.*	null	null
Journal Belge De Radiologie	\bJournal.*\bBelge.*\bDe.*\bRadiologie.*	null	null
Journal Belge de Radiologie	\bJournal.*\bBelge.*\bde.*\bRadiologie.*	null	null
Journal De Radiologie D Electrologie Et De Medecine Nucleaire	\bJournal.*\bDe.*\bRadiologie.*\bD.*\bElectrologie.*\bEt.*\bDe.*\bMedecine.*\bNucleaire.*	null	null
Journal Of Applied Physiology	\bJournal.*\bOf.*\bApplied.*\bPhysiology.*	null	null
Journal Of Buon	\bJournal.*\bOf.*\bBuon.*	null	null
Journal Of Cardiovascular Surgery	\bJournal.*\bOf.*\bCardiovascular.*\bSurgery.*	null	null
Journal Of Cerebral Blood Flow And Metabolism	\bJournal.*\bOf.*\bCerebral.*\bBlood.*\bFlow.*\bAnd.*\bMetabolism.*	null	null
Journal Of Clinical Periodontology	\bJournal.*\bOf.*\bClinical.*\bPeriodontology.*	null	null
Journal Of Craniofacial Surgery	\bJournal.*\bOf.*\bCraniofacial.*\bSurgery.*	null	null
Journal Of Dental Education	\bJournal.*\bOf.*\bDental.*\bEducation.*	null	null
Journal Of Experimental Biology	\bJournal.*\bOf.*\bExperimental.*\bBiology.*	null	null
Journal Of Human Hypertension	\bJournal.*\bOf.*\bHuman.*\bHypertension.*	null	null
Journal Of Nuclear Medicine	\bJournal.*\bOf.*\bNuclear.*\bMedicine.*	null	null
Journal Of Nutrition	\bJournal.*\bOf.*\bNutrition.*	null	null
Journal Of Obstetrics And Gynaecology Canada	\bJournal.*\bOf.*\bObstetrics.*\bAnd.*\bGynaecology.*\bCanada.*	null	null
Journal Of Otolaryngology Head Neck Surgery	\bJournal.*\bOf.*\bOtolaryngology.*\bHead.*\bNeck.*\bSurgery.*	null	null
Journal Of Pediatric Gastroenterology And Nutrition	\bJournal.*\bOf.*\bPediatric.*\bGastroenterology.*\bAnd.*\bNutrition.*	null	null
Journal Of Personality And Social Psychology	\bJournal.*\bOf.*\bPersonality.*\bAnd.*\bSocial.*\bPsychology.*	null	null
Journal Of Psychiatric Practice	\bJournal.*\bOf.*\bPsychiatric.*\bPractice.*	null	null
Journal Of Reproductive Medicine	\bJournal.*\bOf.*\bReproductive.*\bMedicine.*	null	null
Journal Of Sports Science And Medicine	\bJournal.*\bOf.*\bSports.*\bScience.*\bAnd.*\bMedicine.*	null	null
Journal Of The American Society Of Nephrology	\bJournal.*\bOf.*\bThe.*\bAmerican.*\bSociety.*\bOf.*\bNephrology.*	null	null
Journal Of The American Veterinary Medical Association	\bJournal.*\bOf.*\bThe.*\bAmerican.*\bVeterinary.*\bMedical.*\bAssociation.*	null	null
Journal Of The Canadian Dental Association	\bJournal.*\bOf.*\bThe.*\bCanadian.*\bDental.*\bAssociation.*	null	null
Journal Of Urology	\bJournal.*\bOf.*\bUrology.*	null	null
Journal belge de radiologie	\bJournal.*\bbelge.*\bde.*\bradiologie.*	null	null
Journal d obstetrique et gynecologie du Canada	\bJournal.*\bd.*\bobstetrique.*\bet.*\bgynecologie.*\bdu.*\bCanada.*	null	null
Journal d obstetrique et gynecologie du Canada JOGC	\bJournal.*\bd.*\bobstetrique.*\bet.*\bgynecologie.*\bdu.*\bCanada.*\bJOGC.*	null	null
Journal d oto rhino laryngologie et de chirurgie cervico faciale	\bJournal.*\bd.*\boto.*\brhino.*\blaryngologie.*\bet.*\bde.*\bchirurgie.*\bcervico.*\bfaciale.*	null	null
Journal d otorhinolaryngologie et de chirurgie cervicofaciale	\bJournal.*\bd.*\botorhinolaryngologie.*\bet.*\bde.*\bchirurgie.*\bcervicofaciale.*	null	null
Journal de Chirurgie Viscerale	\bJournal.*\bde.*\bChirurgie.*\bViscerale.*	null	null
Journal de Radiologie	\bJournal.*\bde.*\bRadiologie.*	null	null
Journal de radiologie d electrologie et de medecine nucleaire	\bJournal.*\bde.*\bradiologie.*\bd.*\belectrologie.*\bet.*\bde.*\bmedecine.*\bnucleaire.*	null	null
Journal de radiologie et d electrologie	\bJournal.*\bde.*\bradiologie.*\bet.*\bd.*\belectrologie.*	null	null
Journal of B U ON official journal of the Balkan Union of Oncology	\bJournal.*\bof.*\bB.*\bU.*\bON.*\bofficial.*\bjournal.*\bof.*\bthe.*\bBalkan.*	null	null
Journal of Cancer Research and Therapeutics	\bJournal.*\bof.*\bCancer.*\bResearch.*\band.*\bTherapeutics.*	null	null
Journal of Chromatography B	\bJournal.*\bof.*\bChromatography.*\bB.*	null	null
Journal of Clinical Experimental Neuropsychology Official Journal of the International Neuropsychological Society	\bJournal.*\bof.*\bClinical.*\bExperimental.*\bNeuropsychology.*\bOfficial.*\bJournal.*\bof.*\bthe.*\bInternational.*	null	null
Journal of Clinical Oncology	\bJournal.*\bof.*\bClinical.*\bOncology.*	null	null
Journal of Clinical Virology	\bJournal.*\bof.*\bClinical.*\bVirology.*	null	null
Journal of Gastrointestinal Cancer	\bJournal.*\bof.*\bGastrointestinal.*\bCancer.*	null	null
Journal of Huazhong University of Science and Technology Medical Science	\bJournal.*\bof.*\bHuazhong.*\bUniversity.*\bof.*\bScience.*\band.*\bTechnology.*\bMedical.*\bScience.*	null	null
Journal of Immunotherapy	\bJournal.*\bof.*\bImmunotherapy.*	null	null
Journal of Microbiology Immunology and Infection	\bJournal.*\bof.*\bMicrobiology.*\bImmunology.*\band.*\bInfection.*	null	null
Journal of Nuclear Medicine	\bJournal.*\bof.*\bNuclear.*\bMedicine.*	null	null
Journal of Nutrition	\bJournal.*\bof.*\bNutrition.*	null	null
Journal of Otolaryngology Head and Neck Surgery	\bJournal.*\bof.*\bOtolaryngology.*\bHead.*\band.*\bNeck.*\bSurgery.*	null	null
Journal of Psychiatric Practice	\bJournal.*\bof.*\bPsychiatric.*\bPractice.*	null	null
Journal of Psychopathology	\bJournal.*\bof.*\bPsychopathology.*	null	null
Journal of PsychopathologyGiornale Di Psicopatologia	\bJournal.*\bof.*\bPsychopathologyGiornale.*\bDi.*\bPsicopatologia.*	null	null
Journal of Sleep Research	\bJournal.*\bof.*\bSleep.*\bResearch.*	null	null
Journal of Thoracic Cardiovascular Surgery	\bJournal.*\bof.*\bThoracic.*\bCardiovascular.*\bSurgery.*	null	null
Journal of Thrombosis and Hemostasis Conference	\bJournal.*\bof.*\bThrombosis.*\band.*\bHemostasis.*\bConference.*	null	null
Journal of Trauma	\bJournal.*\bof.*\bTrauma.*	null	null
Journal of Trauma Injury Infection and Critical Care	\bJournal.*\bof.*\bTrauma.*\bInjury.*\bInfection.*\band.*\bCritical.*\bCare.*	null	null
Journal of Vascular and Interventional Radiology	\bJournal.*\bof.*\bVascular.*\band.*\bInterventional.*\bRadiology.*	null	null
Journal of Visceral Surgery	\bJournal.*\bof.*\bVisceral.*\bSurgery.*	null	null
Journal of X ray science and technology	\bJournal.*\bof.*\bX.*\bray.*\bscience.*\band.*\btechnology.*	null	null
Journal of Xray science and technology	\bJournal.*\bof.*\bXray.*\bscience.*\band.*\btechnology.*	null	null
Journal of biological regulators and homeostatic agents	\bJournal.*\bof.*\bbiological.*\bregulators.*\band.*\bhomeostatic.*\bagents.*	null	null
Journal of biomedical optics	\bJournal.*\bof.*\bbiomedical.*\boptics.*	null	null
Journal of clinical and experimental neuropsychology	\bJournal.*\bof.*\bclinical.*\band.*\bexperimental.*\bneuropsychology.*	null	null
Journal of clinical periodontology	\bJournal.*\bof.*\bclinical.*\bperiodontology.*	null	null
Journal of craniofacial surgery	\bJournal.*\bof.*\bcraniofacial.*\bsurgery.*	null	null
Journal of gastroenterology and hepatology	\bJournal.*\bof.*\bgastroenterology.*\band.*\bhepatology.*	null	null
Journal of hepatology	\bJournal.*\bof.*\bhepatology.*	null	null
Journal of indian association of pediatric surgeons	\bJournal.*\bof.*\bindian.*\bassociation.*\bof.*\bpediatric.*\bsurgeons.*	null	null
Journal of interventional radiology	\bJournal.*\bof.*\binterventional.*\bradiology.*	null	null
Journal of nuclear medicine	\bJournal.*\bof.*\bnuclear.*\bmedicine.*	null	null
Journal of nuclear medicine official publication Society of Nuclear Medicine	\bJournal.*\bof.*\bnuclear.*\bmedicine.*\bofficial.*\bpublication.*\bSociety.*\bof.*\bNuclear.*\bMedicine.*	null	null
Journal of nutrition	\bJournal.*\bof.*\bnutrition.*	null	null
Journal of otolaryngology head neck surgery Le Journal d oto rhino laryngologie et de chirurgie cervico faciale	\bJournal.*\bof.*\botolaryngology.*\bhead.*\bneck.*\bsurgery.*\bLe.*\bJournal.*\bd.*\boto.*	null	null
Journal of psychiatric practice	\bJournal.*\bof.*\bpsychiatric.*\bpractice.*	null	null
Journal of the American Medical Association	\bJournal.*\bof.*\bthe.*\bAmerican.*\bMedical.*\bAssociation.*	null	null
Journal of the American Veterinary Medical Association	\bJournal.*\bof.*\bthe.*\bAmerican.*\bVeterinary.*\bMedical.*\bAssociation.*	null	null
Journal of the National Comprehensive Cancer Network	\bJournal.*\bof.*\bthe.*\bNational.*\bComprehensive.*\bCancer.*\bNetwork.*	null	null
Journal of the National Comprehensive Cancer Network JNCCN	\bJournal.*\bof.*\bthe.*\bNational.*\bComprehensive.*\bCancer.*\bNetwork.*\bJNCCN.*	null	null
Journal of the S C Med Association	\bJournal.*\bof.*\bthe.*\bS.*\bC.*\bMed.*\bAssociation.*	null	null
Journal of the South Carolina Medical Association	\bJournal.*\bof.*\bthe.*\bSouth.*\bCarolina.*\bMedical.*\bAssociation.*	null	null
Journal of thoracic and cardiovascular surgery	\bJournal.*\bof.*\bthoracic.*\band.*\bcardiovascular.*\bsurgery.*	null	null
Journal of trauma	\bJournal.*\bof.*\btrauma.*	null	null
Journal of visualized experiments	\bJournal.*\bof.*\bvisualized.*\bexperiments.*	null	null
Journal of visualized experiments JoVE	\bJournal.*\bof.*\bvisualized.*\bexperiments.*\bJoVE.*	null	null
Jove journal Of Visualized Experiments	\bJove.*\bjournal.*\bOf.*\bVisualized.*\bExperiments.*	null	null
Jovejournal Of Visualized Experiments	\bJovejournal.*\bOf.*\bVisualized.*\bExperiments.*	null	null
Jthoraccardiovascsurg	\bJthoraccardiovascsurg.*	null	null
Kidney Int	\bKidney.*\bInt.*	null	null
Kidney International	\bKidney.*\bInternational.*	null	null
Klin Khir	\bKlin.*\bKhir.*	null	null
Langenbecks Archiv Fur Chirurgie Supplement	\bLangenbecks.*\bArchiv.*\bFur.*\bChirurgie.*\bSupplement.*	null	null
Lung Cancer	\bLung.*\bCancer.*	null	null
Lung cancer Amsterdam Netherlands	\bLung.*\bcancer.*\bAmsterdam.*\bNetherlands.*	null	null
Macedonian Academy of Sciences and Arts Section of Biological and Medical Sciences	\bMacedonian.*\bAcademy.*\bof.*\bSciences.*\band.*\bArts.*\bSection.*\bof.*\bBiological.*\band.*	null	null
Makedonska Akademija na Naukite i Umetnostite Oddelenie Za Bioloshki i Meditsinski Nauki Prilozi	\bMakedonska.*\bAkademija.*\bna.*\bNaukite.*\bi.*\bUmetnostite.*\bOddelenie.*\bZa.*\bBioloshki.*\bi.*	null	null
Med Lav	\bMed.*\bLav.*	null	null
Med Oral Patol Oral Cir Bucal	\bMed.*\bOral.*\bPatol.*\bOral.*\bCir.*\bBucal.*	null	null
Medicina Del Lavoro	\bMedicina.*\bDel.*\bLavoro.*	null	null
Medicina Oral Patologia Oral Y Cirugia Bucal	\bMedicina.*\bOral.*\bPatologia.*\bOral.*\bY.*\bCirugia.*\bBucal.*	null	null
Medicinal Chemistry	\bMedicinal.*\bChemistry.*	null	null
Medicinski Glasnik	\bMedicinski.*\bGlasnik.*	null	null
Medicinski Glasnik Ljekarske Komore Zenickodobojskog Kantona	\bMedicinski.*\bGlasnik.*\bLjekarske.*\bKomore.*\bZenickodobojskog.*\bKantona.*	null	null
Medicinski glasnik	\bMedicinski.*\bglasnik.*	null	null
Method Find Exp Clin	\bMethod.*\bFind.*\bExp.*\bClin.*	null	null
Methods Find Exp Clin Pharmacol	\bMethods.*\bFind.*\bExp.*\bClin.*\bPharmacol.*	null	null
Methods and findings in experimental and clinical pharmacology	\bMethods.*\band.*\bfindings.*\bin.*\bexperimental.*\band.*\bclinical.*\bpharmacology.*	null	null
Mol Psychiatry	\bMol.*\bPsychiatry.*	null	null
Mol Ther	\bMol.*\bTher.*	null	null
Mol Vis	\bMol.*\bVis.*	null	null
Molecular Vision	\bMolecular.*\bVision.*	null	null
Molecular psychiatry	\bMolecular.*\bpsychiatry.*	null	null
Muscle Nerve	\bMuscle.*\bNerve.*	null	null
Muscle nerve	\bMuscle.*\bnerve.*	null	null
Mutat Res	\bMutat.*\bRes.*	null	null
Mutation Research DNA Repair	\bMutation.*\bResearch.*\bDNA.*\bRepair.*	null	null
Mutation Research Dna Repair	\bMutation.*\bResearch.*\bDna.*\bRepair.*	null	null
N Engl J Med	\bN.*\bEngl.*\bJ.*\bMed.*	null	null
N Z Med J	\bN.*\bZ.*\bMed.*\bJ.*	null	null
National Med J India	\bNational.*\bMed.*\bJ.*\bIndia.*	null	null
National medical journal of india	\bNational.*\bmedical.*\bjournal.*\bof.*\bindia.*	null	null
Naunynschmied arch pharm	\bNaunynschmied.*\barch.*\bpharm.*	null	null
Nephron	\bNephron.*	null	null
Nephron Clinical Practice	\bNephron.*\bClinical.*\bPractice.*	null	null
Nestle Nutr Workshop Ser Pediatr Program	\bNestle.*\bNutr.*\bWorkshop.*\bSer.*\bPediatr.*\bProgram.*	null	null
Nestle Nutrition Institute Workshop Series	\bNestle.*\bNutrition.*\bInstitute.*\bWorkshop.*\bSeries.*	null	null
Nestle Nutrition workshop series Paediatric programme	\bNestle.*\bNutrition.*\bworkshop.*\bseries.*\bPaediatric.*\bprogramme.*	null	null
Nestle Nutrition workshop series Pediatric programme	\bNestle.*\bNutrition.*\bworkshop.*\bseries.*\bPediatric.*\bprogramme.*	null	null
Neth J Surg	\bNeth.*\bJ.*\bSurg.*	null	null
Netherlands Journal of Surgery	\bNetherlands.*\bJournal.*\bof.*\bSurgery.*	null	null
New Engl J Med	\bNew.*\bEngl.*\bJ.*\bMed.*	null	null
New England Journal of Medicine	\bNew.*\bEngland.*\bJournal.*\bof.*\bMedicine.*	null	null
New Zealand Med J	\bNew.*\bZealand.*\bMed.*\bJ.*	null	null
Nihon Ky bu Geka Gakkai	\bNihon.*\bKy.*\bbu.*\bGeka.*\bGakkai.*	null	null
